CustomerID,Gender,Age,Tenure,Contract Type,Monthly Charges,Total Charges,Internet Service,Payment Method,Churn
C26886,Male,19,14,Monthly,105,1452,Fiber,UPI,No
C26887,Male,39,15,Yearly,85,1289,DSL,Credit Card,No
C26888,Male,65,6,Monthly,64,371,Cable,UPI,Yes
C26889,Male,41,67,Monthly,132,8850,DSL,Bank Transfer,No
C26890,Female,18,36,Monthly,78,2825,Wireless,Cash,Yes
C26891,Male,52,61,Monthly,109,6659,DSL,Credit Card,No
C26892,Female,27,27,Monthly,84,2273,Cable,Cash,No
C26893,Female,69,57,Monthly,72,4120,Cable,Debit Card,No
C26894,Female,29,40,Quarterly,129,5140,Wireless,Bank Transfer,No
C26895,Female,45,31,Yearly,108,3349,Wireless,Cash,No
C26896,Male,74,14,Quarterly,108,1523,DSL,Debit Card,No
C26897,Female,22,59,Yearly,37,2197,DSL,UPI,No
C26898,Female,66,59,Monthly,77,4548,Fiber,Cash,No
C26899,Male,28,61,Monthly,52,3155,Cable,Credit Card,No
C26900,Female,67,10,Monthly,143,1410,Cable,Cash,Yes
C26901,Female,41,22,Quarterly,102,2234,Wireless,UPI,Yes
C26902,Male,72,62,Monthly,135,8362,Fiber,Bank Transfer,Yes
C26903,Male,60,72,Monthly,71,5099,Fiber,Credit Card,Yes
C26904,Female,55,59,Monthly,86,5070,Cable,UPI,No
C26905,Female,42,37,Monthly,34,1255,Wireless,Credit Card,Yes
C26906,Male,65,32,Quarterly,31,1012,DSL,Credit Card,No
C26907,Female,34,18,Quarterly,81,1449,DSL,Cash,No
C26908,Female,58,60,Yearly,31,1855,Cable,Debit Card,No
C26909,Female,72,27,Monthly,146,3955,Cable,Bank Transfer,No
C26910,Male,40,3,Yearly,109,327,Cable,Bank Transfer,No
C26911,Female,60,66,Monthly,144,9523,Cable,Cash,No
C26912,Female,18,8,Yearly,80,634,Fiber,Credit Card,No
C26913,Male,72,7,Monthly,134,945,Fiber,Bank Transfer,Yes
C26914,Female,60,31,Yearly,99,3074,Cable,Bank Transfer,No
C26915,Male,30,50,Monthly,143,7138,DSL,UPI,No
C26916,Male,52,28,Monthly,91,2536,Cable,Bank Transfer,Yes
C26917,Female,24,49,Monthly,36,1744,DSL,Debit Card,No
C26918,Male,55,66,Monthly,63,4144,Fiber,Debit Card,No
C26919,Female,69,27,Monthly,130,3529,DSL,UPI,No
C26920,Male,49,5,Monthly,39,187,Cable,Credit Card,No
C26921,Male,66,70,Yearly,77,5410,DSL,UPI,No
C26922,Male,62,12,Monthly,129,1539,DSL,Credit Card,No
C26923,Female,61,12,Monthly,68,832,Fiber,Credit Card,No
C26924,Male,30,67,Quarterly,97,6496,Fiber,Debit Card,No
C26925,Female,40,15,Monthly,122,1830,Fiber,Credit Card,Yes
C26926,Female,31,44,Monthly,56,2465,Fiber,Debit Card,Yes
C26927,Male,65,61,Monthly,128,7814,DSL,Debit Card,No
C26928,Male,29,43,Monthly,102,4404,Wireless,Debit Card,No
C26929,Female,52,54,Quarterly,87,4714,Fiber,Credit Card,Yes
C26930,Male,66,40,Monthly,138,5531,Cable,Debit Card,No
C26931,Female,66,52,Monthly,62,3232,Cable,Credit Card,No
C26932,Male,62,48,Monthly,95,4561,Wireless,UPI,No
C26933,Male,50,4,Monthly,30,122,Fiber,Cash,No
C26934,Female,25,59,Monthly,120,7061,DSL,UPI,No
C26935,Male,53,69,Yearly,70,4811,Wireless,Cash,No
C26936,Female,66,33,Monthly,46,1519,DSL,Cash,Yes
C26937,Female,56,35,Quarterly,40,1391,DSL,UPI,No
C26938,Female,32,44,Monthly,114,5024,Wireless,Credit Card,No
C26939,Female,38,21,Monthly,85,1784,Cable,Debit Card,No
C26940,Female,31,64,Monthly,102,6527,Fiber,Debit Card,No
C26941,Female,70,44,Quarterly,125,5480,Fiber,Bank Transfer,No
C26942,Male,45,38,Quarterly,140,5303,DSL,UPI,No
C26943,Female,42,62,Monthly,100,6206,Cable,Credit Card,No
C26944,Female,34,62,Yearly,37,2288,Cable,Cash,No
C26945,Female,58,33,Monthly,113,3726,DSL,Cash,No
C26946,Female,33,56,Yearly,85,4755,DSL,Debit Card,No
C26947,Female,53,29,Monthly,63,1838,Cable,UPI,Yes
C26948,Male,45,36,Yearly,131,4698,Cable,Credit Card,No
C26949,Female,71,3,Monthly,64,194,Wireless,Bank Transfer,No
C26950,Female,40,9,Yearly,75,671,Wireless,Credit Card,No
C26951,Female,33,27,Monthly,145,3896,DSL,Credit Card,No
C26952,Female,73,2,Yearly,120,223,Fiber,Cash,No
C26953,Female,68,41,Quarterly,108,4411,Wireless,Bank Transfer,Yes
C26954,Female,42,7,Yearly,49,328,Cable,Debit Card,Yes
C26955,Female,61,9,Quarterly,46,419,Fiber,Bank Transfer,No
C26956,Male,39,70,Yearly,136,9500,Cable,UPI,No
C26957,Male,29,51,Yearly,38,1950,Wireless,Cash,No
C26958,Male,49,47,Yearly,117,5507,Cable,Bank Transfer,No
C26959,Female,39,30,Monthly,126,3764,DSL,Cash,No
C26960,Male,26,26,Yearly,59,1529,Cable,Cash,No
C26961,Female,63,30,Monthly,117,3503,Fiber,Debit Card,Yes
C26962,Male,39,41,Yearly,104,4284,Fiber,UPI,No
C26963,Female,33,59,Yearly,138,8123,Cable,Debit Card,No
C26964,Male,20,20,Monthly,146,2904,Cable,Credit Card,No
C26965,Male,67,43,Quarterly,123,5283,Wireless,Bank Transfer,Yes
C26966,Female,46,19,Quarterly,149,2836,Wireless,Cash,No
C26967,Male,44,32,Yearly,42,1355,Cable,UPI,No
C26968,Male,65,3,Yearly,126,398,Wireless,UPI,No
C26969,Female,46,21,Yearly,141,2971,Cable,Debit Card,No
C26970,Female,58,67,Yearly,101,6777,DSL,Bank Transfer,No
C26971,Male,22,68,Yearly,92,6245,DSL,Credit Card,No
C26972,Female,20,43,Yearly,97,4171,Cable,UPI,No
C26973,Female,61,57,Monthly,46,2642,Wireless,UPI,No
C26974,Male,41,35,Monthly,105,3655,Wireless,Debit Card,Yes
C26975,Female,63,6,Yearly,59,351,Wireless,UPI,No
C26976,Female,70,56,Quarterly,39,2171,Fiber,Debit Card,No
C26977,Female,23,70,Quarterly,141,9864,Cable,Debit Card,No
C26978,Male,59,69,Monthly,32,2228,DSL,Debit Card,No
C26979,Male,39,28,Monthly,134,3764,Fiber,Credit Card,No
C26980,Female,25,71,Monthly,107,7594,DSL,Cash,Yes
C26981,Male,20,59,Yearly,51,3007,DSL,UPI,Yes
C26982,Female,75,3,Monthly,102,310,Wireless,Debit Card,Yes
C26983,Male,26,57,Monthly,117,6658,DSL,Bank Transfer,Yes
C26984,Female,57,60,Quarterly,148,8886,Cable,Credit Card,No
C26985,Female,66,39,Monthly,85,3313,Fiber,UPI,Yes
C26986,Female,34,11,Monthly,100,1116,Cable,UPI,Yes
C26987,Female,47,19,Quarterly,36,666,Fiber,Bank Transfer,No
C26988,Male,68,48,Quarterly,133,6395,Cable,Credit Card,No
C26989,Female,55,1,Quarterly,131,130,DSL,Cash,No
C26990,Female,26,48,Yearly,77,3700,DSL,Cash,No
C26991,Female,38,41,Yearly,56,2301,DSL,Credit Card,No
C26992,Female,75,52,Monthly,145,7552,Cable,Credit Card,Yes
C26993,Female,72,9,Monthly,93,832,Wireless,Credit Card,No
C26994,Female,71,2,Monthly,148,311,Wireless,Debit Card,Yes
C26995,Female,54,41,Yearly,73,2985,DSL,Cash,No
C26996,Male,60,29,Monthly,68,1983,Wireless,Credit Card,No
C26997,Male,62,6,Quarterly,60,340,DSL,Debit Card,Yes
C26998,Female,66,56,Yearly,73,4082,DSL,Bank Transfer,No
C26999,Female,18,21,Monthly,139,2923,DSL,Bank Transfer,No
C27000,Male,58,25,Monthly,123,3087,Cable,Cash,No
C27001,Male,31,2,Monthly,30,44,Fiber,Debit Card,No
C27002,Female,26,66,Monthly,32,2114,Wireless,Credit Card,No
C27003,Male,44,66,Monthly,59,3914,Wireless,UPI,No
C27004,Female,35,8,Monthly,31,241,Cable,UPI,No
C27005,Male,40,42,Quarterly,90,3796,Fiber,UPI,No
C27006,Female,74,63,Quarterly,148,9310,DSL,UPI,No
C27007,Female,47,28,Quarterly,94,2630,DSL,Bank Transfer,Yes
C27008,Female,45,6,Monthly,54,321,Wireless,Cash,No
C27009,Female,59,19,Monthly,108,2054,DSL,Credit Card,No
C27010,Male,24,36,Quarterly,84,3042,Fiber,Cash,No
C27011,Male,62,37,Quarterly,79,2935,Cable,Bank Transfer,No
C27012,Female,19,26,Monthly,70,1838,DSL,Debit Card,No
C27013,Male,61,30,Monthly,145,4346,DSL,Debit Card,No
C27014,Female,29,65,Yearly,78,5086,Wireless,Credit Card,No
C27015,Male,42,38,Yearly,64,2435,Wireless,Debit Card,No
C27016,Male,66,33,Quarterly,144,4772,Fiber,UPI,No
C27017,Female,40,20,Monthly,55,1082,DSL,Cash,No
C27018,Female,59,69,Monthly,116,7985,Wireless,Bank Transfer,No
C27019,Female,45,68,Yearly,115,7840,DSL,Debit Card,No
C27020,Female,44,65,Monthly,119,7728,Wireless,UPI,No
C27021,Female,67,45,Monthly,136,6102,DSL,UPI,No
C27022,Female,66,53,Quarterly,114,6026,DSL,Cash,No
C27023,Female,39,43,Quarterly,97,4174,DSL,Bank Transfer,Yes
C27024,Male,49,66,Quarterly,54,3575,Fiber,Cash,No
C27025,Male,53,68,Yearly,102,6919,Wireless,Debit Card,No
C27026,Male,47,61,Quarterly,58,3526,Cable,Debit Card,No
C27027,Male,39,9,Yearly,112,990,Cable,Debit Card,No
C27028,Male,28,21,Yearly,68,1434,Wireless,Debit Card,No
C27029,Female,23,17,Quarterly,72,1216,DSL,Credit Card,No
C27030,Male,31,38,Yearly,112,4241,Fiber,Bank Transfer,No
C27031,Male,55,63,Monthly,126,7937,Wireless,Cash,No
C27032,Male,40,38,Monthly,68,2600,Cable,Cash,Yes
C27033,Male,50,71,Monthly,95,6743,Wireless,Bank Transfer,No
C27034,Female,42,44,Yearly,114,5023,DSL,UPI,No
C27035,Female,32,22,Monthly,81,1777,Fiber,Debit Card,No
C27036,Male,54,10,Monthly,120,1206,Cable,Cash,Yes
C27037,Male,43,4,Monthly,43,170,Fiber,Debit Card,Yes
C27038,Male,39,55,Monthly,82,4508,DSL,Cash,No
C27039,Male,60,15,Yearly,142,2115,Fiber,Bank Transfer,No
C27040,Male,49,1,Monthly,56,65,DSL,Debit Card,No
C27041,Female,35,28,Quarterly,56,1554,DSL,Credit Card,No
C27042,Male,73,56,Quarterly,133,7467,DSL,UPI,No
C27043,Male,31,67,Monthly,73,4910,Fiber,UPI,No
C27044,Male,27,32,Monthly,138,4432,Fiber,Bank Transfer,Yes
C27045,Female,65,31,Quarterly,47,1476,Cable,Bank Transfer,No
C27046,Male,67,4,Yearly,102,421,Wireless,Credit Card,No
C27047,Female,71,13,Quarterly,112,1471,Cable,Bank Transfer,No
C27048,Female,49,29,Quarterly,66,1922,Fiber,Cash,No
C27049,Female,69,25,Yearly,78,1961,Cable,Cash,No
C27050,Male,44,7,Monthly,30,230,Wireless,Cash,Yes
C27051,Female,32,15,Monthly,68,1036,Fiber,Credit Card,Yes
C27052,Female,31,40,Monthly,117,4662,Cable,Credit Card,No
C27053,Male,37,22,Monthly,36,803,DSL,UPI,No
C27054,Male,29,21,Monthly,90,1890,Wireless,Credit Card,No
C27055,Female,72,30,Yearly,144,4329,DSL,Debit Card,No
C27056,Male,29,32,Quarterly,80,2556,DSL,Bank Transfer,No
C27057,Female,63,66,Monthly,88,5823,DSL,Debit Card,No
C27058,Male,53,40,Monthly,126,5025,Wireless,Bank Transfer,Yes
C27059,Male,34,51,Yearly,60,3080,Wireless,UPI,No
C27060,Male,21,36,Monthly,34,1234,Fiber,Bank Transfer,Yes
C27061,Male,54,67,Yearly,40,2689,Fiber,Bank Transfer,No
C27062,Male,25,24,Quarterly,37,883,DSL,Debit Card,No
C27063,Female,51,55,Monthly,129,7109,Fiber,Debit Card,No
C27064,Male,50,67,Monthly,103,6888,Wireless,Debit Card,No
C27065,Male,29,69,Yearly,110,7593,Fiber,Cash,No
C27066,Female,26,36,Monthly,116,4192,Fiber,Bank Transfer,No
C27067,Male,46,47,Yearly,119,5575,Wireless,Bank Transfer,No
C27068,Male,69,32,Yearly,119,3802,DSL,UPI,Yes
C27069,Female,43,63,Monthly,143,8992,DSL,Credit Card,Yes
C27070,Male,53,26,Yearly,103,2690,Cable,Credit Card,No
C27071,Female,57,32,Yearly,121,3892,Wireless,Debit Card,No
C27072,Male,74,44,Yearly,92,4029,Wireless,Credit Card,No
C27073,Male,50,59,Quarterly,83,4889,Fiber,Bank Transfer,No
C27074,Male,21,60,Monthly,91,5466,Cable,Cash,No
C27075,Male,21,29,Monthly,65,1894,Fiber,Debit Card,No
C27076,Male,32,54,Yearly,150,8090,Cable,Cash,No
C27077,Male,69,5,Yearly,135,687,Fiber,Cash,No
C27078,Female,21,64,Quarterly,88,5626,Fiber,Credit Card,No
C27079,Female,35,43,Monthly,89,3817,Cable,Cash,No
C27080,Male,39,14,Monthly,87,1218,Cable,UPI,No
C27081,Male,73,15,Monthly,90,1351,Wireless,Credit Card,No
C27082,Male,68,33,Monthly,63,2079,Wireless,Debit Card,No
C27083,Male,50,46,Monthly,32,1477,Fiber,Debit Card,No
C27084,Female,62,60,Monthly,132,7930,Cable,Bank Transfer,No
C27085,Male,46,68,Monthly,66,4476,DSL,Credit Card,No
C27086,Male,66,21,Quarterly,45,927,DSL,UPI,No
C27087,Male,35,40,Quarterly,37,1495,Cable,Debit Card,No
C27088,Male,21,45,Monthly,32,1456,DSL,Cash,No
C27089,Female,66,32,Yearly,61,1942,Wireless,Bank Transfer,No
C27090,Male,70,29,Monthly,39,1144,Fiber,Debit Card,No
C27091,Male,35,54,Yearly,59,3187,Fiber,Credit Card,No
C27092,Female,45,7,Quarterly,67,488,Fiber,UPI,No
C27093,Male,54,1,Quarterly,39,54,Cable,Bank Transfer,No
C27094,Female,36,41,Monthly,48,1948,Cable,Credit Card,No
C27095,Male,55,67,Quarterly,124,8305,Cable,Cash,No
C27096,Female,69,10,Quarterly,39,396,Fiber,UPI,No
C27097,Female,30,19,Monthly,41,788,DSL,Credit Card,Yes
C27098,Female,49,22,Monthly,93,2036,Cable,Bank Transfer,No
C27099,Female,75,51,Quarterly,79,4028,DSL,UPI,Yes
C27100,Female,22,47,Quarterly,83,3892,Cable,Debit Card,No
C27101,Male,53,28,Monthly,92,2593,Fiber,Bank Transfer,No
C27102,Female,66,32,Quarterly,65,2098,Wireless,UPI,No
C27103,Female,69,66,Yearly,76,5001,Fiber,Debit Card,No
C27104,Male,42,57,Yearly,129,7339,Wireless,UPI,No
C27105,Male,34,53,Yearly,101,5333,DSL,Credit Card,No
C27106,Male,34,30,Monthly,32,980,Fiber,Credit Card,Yes
C27107,Female,65,7,Yearly,78,546,Wireless,Debit Card,No
C27108,Male,32,12,Monthly,51,604,Fiber,Credit Card,No
C27109,Male,48,43,Monthly,90,3859,Fiber,Cash,No
C27110,Female,68,55,Yearly,108,5924,Fiber,Debit Card,No
C27111,Male,36,71,Yearly,127,9022,Wireless,Bank Transfer,No
C27112,Male,46,43,Quarterly,138,5921,DSL,Debit Card,No
C27113,Male,52,61,Quarterly,67,4082,Fiber,Cash,No
C27114,Male,73,60,Quarterly,45,2720,Fiber,Bank Transfer,No
C27115,Female,20,61,Quarterly,109,6668,Cable,UPI,No
C27116,Female,48,44,Monthly,64,2827,Fiber,Debit Card,No
C27117,Female,29,19,Monthly,54,1045,Fiber,UPI,No
C27118,Female,31,15,Monthly,106,1598,Cable,Bank Transfer,Yes
C27119,Female,38,16,Monthly,130,2068,Cable,Bank Transfer,No
C27120,Male,61,53,Yearly,126,6663,Cable,UPI,No
C27121,Female,23,39,Quarterly,56,2186,Wireless,Credit Card,No
C27122,Male,54,32,Quarterly,146,4666,Fiber,Debit Card,No
C27123,Male,52,43,Quarterly,121,5209,Fiber,Cash,Yes
C27124,Female,31,67,Monthly,30,2013,Cable,UPI,No
C27125,Male,57,12,Monthly,91,1103,Fiber,Bank Transfer,Yes
C27126,Male,33,16,Yearly,79,1245,Wireless,UPI,No
C27127,Male,37,43,Quarterly,64,2747,DSL,Debit Card,No
C27128,Female,43,60,Quarterly,146,8779,Cable,Cash,No
C27129,Male,23,44,Monthly,148,6528,Fiber,Bank Transfer,No
C27130,Male,63,72,Quarterly,144,10352,DSL,Bank Transfer,No
C27131,Male,41,57,Monthly,91,5195,Cable,Bank Transfer,Yes
C27132,Male,27,18,Monthly,38,700,Wireless,UPI,Yes
C27133,Female,51,23,Monthly,127,2925,Wireless,Cash,No
C27134,Male,43,65,Monthly,56,3639,Cable,Credit Card,No
C27135,Male,52,47,Monthly,99,4661,DSL,Credit Card,No
C27136,Female,40,43,Monthly,136,5864,Fiber,Debit Card,No
C27137,Female,18,60,Yearly,36,2173,Fiber,Credit Card,No
C27138,Female,28,11,Yearly,105,1171,DSL,Debit Card,No
C27139,Female,23,4,Monthly,49,179,DSL,Credit Card,No
C27140,Female,72,44,Quarterly,45,1966,Wireless,Bank Transfer,No
C27141,Female,59,14,Quarterly,115,1626,Wireless,Credit Card,No
C27142,Female,22,11,Yearly,144,1564,DSL,Bank Transfer,No
C27143,Female,70,11,Quarterly,129,1410,DSL,UPI,No
C27144,Male,57,33,Yearly,38,1271,Fiber,Credit Card,No
C27145,Male,71,28,Monthly,148,4159,DSL,Bank Transfer,No
C27146,Female,70,62,Quarterly,114,7088,Wireless,Cash,No
C27147,Male,39,16,Yearly,67,1061,Wireless,Debit Card,No
C27148,Female,32,9,Quarterly,89,791,Fiber,UPI,No
C27149,Female,64,60,Quarterly,54,3231,Fiber,Debit Card,No
C27150,Female,40,63,Monthly,97,6102,Wireless,Bank Transfer,No
C27151,Male,46,1,Quarterly,141,134,Fiber,Cash,No
C27152,Male,69,69,Quarterly,45,3120,Cable,Credit Card,No
C27153,Male,64,48,Monthly,130,6228,Wireless,Debit Card,No
C27154,Female,21,21,Monthly,117,2472,Cable,UPI,No
C27155,Female,53,70,Monthly,85,5946,Cable,Bank Transfer,Yes
C27156,Female,56,56,Monthly,137,7661,Cable,Credit Card,No
C27157,Female,67,37,Monthly,69,2538,Cable,Debit Card,Yes
C27158,Female,64,37,Monthly,112,4163,DSL,Credit Card,No
C27159,Female,18,70,Yearly,77,5406,DSL,Bank Transfer,No
C27160,Female,34,30,Monthly,49,1488,Fiber,Bank Transfer,Yes
C27161,Male,19,23,Monthly,139,3212,DSL,Bank Transfer,No
C27162,Male,75,64,Monthly,100,6397,Fiber,Bank Transfer,Yes
C27163,Female,57,47,Quarterly,86,4036,DSL,Credit Card,No
C27164,Female,75,42,Yearly,51,2124,DSL,Credit Card,No
C27165,Female,18,14,Yearly,46,639,Fiber,Credit Card,No
C27166,Male,57,18,Monthly,34,623,Cable,Cash,No
C27167,Male,59,12,Monthly,104,1267,Wireless,UPI,No
C27168,Female,27,32,Quarterly,142,4526,Wireless,UPI,Yes
C27169,Male,23,8,Monthly,54,427,DSL,Credit Card,Yes
C27170,Male,39,20,Monthly,64,1269,Wireless,Debit Card,No
C27171,Male,31,45,Monthly,48,2147,Fiber,Cash,Yes
C27172,Male,27,22,Monthly,118,2593,Fiber,UPI,No
C27173,Female,39,71,Quarterly,132,9363,Fiber,UPI,No
C27174,Female,67,37,Quarterly,86,3178,Fiber,Bank Transfer,No
C27175,Female,71,24,Yearly,134,3226,Wireless,Cash,No
C27176,Male,41,3,Monthly,97,287,DSL,Debit Card,No
C27177,Female,37,39,Yearly,83,3254,Cable,UPI,No
C27178,Female,20,65,Monthly,136,8847,Fiber,Bank Transfer,No
C27179,Male,74,57,Monthly,148,8451,Wireless,Bank Transfer,No
C27180,Female,38,43,Monthly,94,4042,Cable,Credit Card,No
C27181,Male,43,22,Monthly,42,918,Cable,Bank Transfer,No
C27182,Male,34,27,Quarterly,38,1038,Wireless,Bank Transfer,No
C27183,Male,58,16,Quarterly,81,1316,Cable,Cash,No
C27184,Male,25,66,Monthly,51,3377,Fiber,Debit Card,No
C27185,Male,36,41,Quarterly,43,1764,DSL,Bank Transfer,No
C27186,Male,47,68,Yearly,113,7689,DSL,UPI,No
C27187,Male,66,26,Quarterly,64,1649,Fiber,Credit Card,No
C27188,Male,24,7,Monthly,55,375,DSL,UPI,Yes
C27189,Female,51,39,Monthly,118,4604,DSL,Debit Card,Yes
C27190,Male,55,51,Monthly,72,3679,Cable,Debit Card,No
C27191,Male,69,30,Monthly,76,2260,Cable,Bank Transfer,Yes
C27192,Male,27,56,Quarterly,37,2085,Fiber,UPI,No
C27193,Male,20,28,Monthly,31,875,Cable,Debit Card,No
C27194,Male,39,28,Monthly,61,1701,Wireless,Debit Card,No
C27195,Male,68,59,Monthly,128,7537,DSL,Bank Transfer,No
C27196,Male,39,67,Yearly,85,5700,Fiber,Debit Card,No
C27197,Female,53,15,Yearly,85,1288,Wireless,UPI,Yes
C27198,Male,66,43,Monthly,51,2212,DSL,Debit Card,No
C27199,Male,68,24,Quarterly,128,3052,Wireless,Credit Card,No
C27200,Female,38,4,Yearly,83,333,Wireless,Bank Transfer,No
C27201,Female,21,2,Monthly,146,283,Cable,UPI,Yes
C27202,Female,50,2,Monthly,136,281,Wireless,Bank Transfer,No
C27203,Male,62,30,Monthly,131,3924,Fiber,Debit Card,No
C27204,Female,30,72,Yearly,75,5411,Fiber,Cash,No
C27205,Female,46,4,Quarterly,81,323,Wireless,UPI,Yes
C27206,Female,31,61,Monthly,79,4834,Cable,Debit Card,Yes
C27207,Male,69,42,Quarterly,114,4793,DSL,Credit Card,No
C27208,Female,18,28,Monthly,104,2893,Cable,Bank Transfer,No
C27209,Female,33,48,Monthly,70,3373,Cable,Bank Transfer,No
C27210,Female,27,39,Quarterly,106,4138,Cable,Debit Card,Yes
C27211,Male,65,72,Quarterly,51,3665,DSL,Debit Card,No
C27212,Female,38,54,Monthly,75,4045,DSL,Cash,No
C27213,Male,62,22,Monthly,95,2077,Cable,Bank Transfer,Yes
C27214,Male,37,12,Monthly,83,988,DSL,Cash,No
C27215,Male,55,38,Monthly,31,1195,Cable,UPI,No
C27216,Male,62,33,Yearly,65,2161,Cable,Credit Card,No
C27217,Male,31,38,Monthly,75,2856,Wireless,Cash,No
C27218,Male,19,50,Quarterly,100,5019,Cable,Bank Transfer,No
C27219,Female,62,44,Monthly,103,4526,Wireless,Credit Card,Yes
C27220,Female,39,28,Yearly,30,824,Fiber,Cash,No
C27221,Female,41,22,Monthly,96,2122,DSL,Cash,No
C27222,Female,50,43,Yearly,132,5685,Cable,UPI,No
C27223,Male,58,29,Yearly,116,3379,DSL,Cash,Yes
C27224,Male,68,52,Monthly,86,4475,Fiber,Cash,No
C27225,Male,25,4,Monthly,128,522,Cable,Bank Transfer,Yes
C27226,Male,23,52,Monthly,37,1911,Wireless,Credit Card,No
C27227,Female,47,23,Quarterly,144,3324,DSL,UPI,Yes
C27228,Female,25,32,Quarterly,30,980,DSL,UPI,No
C27229,Female,57,30,Yearly,110,3284,Wireless,Bank Transfer,No
C27230,Male,30,51,Yearly,113,5745,Fiber,Bank Transfer,No
C27231,Female,20,52,Quarterly,95,4943,DSL,Bank Transfer,No
C27232,Female,72,17,Quarterly,109,1864,Cable,Debit Card,No
C27233,Female,31,52,Monthly,59,3062,DSL,Cash,Yes
C27234,Male,42,39,Monthly,95,3724,Fiber,Credit Card,No
C27235,Female,65,31,Monthly,98,3050,Fiber,Bank Transfer,No
C27236,Male,29,43,Yearly,37,1595,Fiber,Credit Card,No
C27237,Male,64,37,Monthly,98,3629,DSL,Credit Card,Yes
C27238,Male,60,3,Quarterly,131,399,Fiber,Cash,No
C27239,Male,71,53,Yearly,91,4823,DSL,Credit Card,No
C27240,Male,62,68,Quarterly,33,2233,Wireless,UPI,No
C27241,Male,18,66,Monthly,99,6519,Fiber,Credit Card,No
C27242,Female,39,11,Quarterly,125,1384,Cable,UPI,No
C27243,Male,35,71,Monthly,45,3190,Wireless,UPI,No
C27244,Male,47,56,Monthly,77,4318,Fiber,UPI,No
C27245,Female,29,33,Yearly,73,2395,Fiber,Cash,No
C27246,Female,65,69,Monthly,123,8470,Fiber,Bank Transfer,Yes
C27247,Male,72,60,Monthly,123,7388,DSL,Credit Card,No
C27248,Female,29,51,Monthly,139,7069,Cable,Bank Transfer,No
C27249,Female,19,2,Yearly,142,280,DSL,Bank Transfer,No
C27250,Male,23,43,Yearly,132,5688,Cable,Credit Card,Yes
C27251,Female,49,62,Monthly,51,3144,Fiber,Credit Card,No
C27252,Male,75,4,Yearly,65,259,Cable,Bank Transfer,No
C27253,Male,47,46,Monthly,70,3200,DSL,Cash,No
C27254,Female,66,21,Quarterly,123,2594,Wireless,Cash,No
C27255,Male,34,46,Quarterly,54,2490,Wireless,Cash,No
C27256,Female,39,42,Monthly,32,1350,Cable,Debit Card,No
C27257,Male,49,30,Yearly,128,3858,Fiber,UPI,No
C27258,Male,71,58,Monthly,120,6959,DSL,UPI,No
C27259,Male,43,45,Monthly,148,6648,DSL,Debit Card,No
C27260,Male,74,46,Quarterly,135,6229,Wireless,Bank Transfer,No
C27261,Male,71,22,Monthly,76,1674,Wireless,Bank Transfer,No
C27262,Female,45,1,Monthly,90,92,DSL,Debit Card,No
C27263,Male,52,23,Quarterly,88,2043,Cable,Credit Card,No
C27264,Female,68,44,Monthly,80,3530,DSL,Debit Card,No
C27265,Female,35,68,Monthly,94,6376,Cable,Cash,Yes
C27266,Male,18,10,Yearly,99,980,Cable,Bank Transfer,No
C27267,Male,59,72,Yearly,87,6267,Fiber,UPI,No
C27268,Female,55,25,Monthly,69,1705,DSL,Credit Card,No
C27269,Male,51,63,Yearly,48,3034,DSL,UPI,No
C27270,Male,43,22,Monthly,64,1417,DSL,UPI,No
C27271,Female,74,7,Quarterly,64,439,Wireless,UPI,No
C27272,Female,34,47,Monthly,107,5023,Cable,UPI,Yes
C27273,Female,48,11,Monthly,40,443,Wireless,UPI,Yes
C27274,Male,20,17,Monthly,116,1986,Wireless,Debit Card,No
C27275,Female,18,57,Quarterly,32,1829,DSL,Cash,No
C27276,Male,30,44,Monthly,58,2567,DSL,Debit Card,No
C27277,Female,50,28,Quarterly,52,1469,Wireless,Cash,No
C27278,Male,34,54,Monthly,59,3197,DSL,UPI,Yes
C27279,Female,29,38,Yearly,135,5123,Wireless,Credit Card,Yes
C27280,Female,55,3,Monthly,104,306,Wireless,Bank Transfer,Yes
C27281,Female,55,63,Yearly,92,5790,Wireless,UPI,No
C27282,Male,29,24,Monthly,37,879,Fiber,Debit Card,No
C27283,Female,27,16,Yearly,118,1898,Fiber,Bank Transfer,No
C27284,Male,69,27,Monthly,96,2593,Cable,Debit Card,No
C27285,Male,48,36,Yearly,101,3622,Fiber,Bank Transfer,No
C27286,Male,49,67,Yearly,137,9178,Fiber,Cash,Yes
C27287,Female,67,27,Monthly,33,908,Cable,Bank Transfer,No
C27288,Male,47,8,Yearly,35,272,Cable,Credit Card,Yes
C27289,Female,60,9,Quarterly,55,486,Fiber,Cash,No
C27290,Female,75,40,Monthly,76,3058,Wireless,Cash,No
C27291,Female,27,7,Yearly,63,421,Wireless,Debit Card,No
C27292,Female,21,31,Monthly,109,3377,Wireless,Cash,No
C27293,Male,18,13,Quarterly,66,852,Fiber,Cash,Yes
C27294,Female,75,25,Quarterly,42,1031,DSL,Cash,No
C27295,Male,44,12,Monthly,105,1267,Cable,Debit Card,No
C27296,Female,59,65,Yearly,46,2990,Fiber,Bank Transfer,No
C27297,Male,46,18,Monthly,54,981,Wireless,Credit Card,No
C27298,Male,37,58,Monthly,115,6676,Wireless,Credit Card,No
C27299,Male,32,6,Yearly,125,767,DSL,Cash,No
C27300,Female,51,48,Yearly,140,6704,Fiber,UPI,No
